"year","rep","scenario","meanG_inbred","varG_inbred","meanG_hybrid","varG_hybrid","acc_sel","acc_sel2","cor"
1,1,"HybridGSTP",74.209225628749,15.6874661364213,180.397153897605,16.7421654215681,0.127672681264042,0,0.757786374994943
2,1,"HybridGSTP",72.8981005147243,16.3081760518714,178.720073731104,15.8878319057047,0.112093872727065,0,0.77377649287951
3,1,"HybridGSTP",72.8280929745517,17.8864634137013,178.337851976737,17.2965549403577,0.1144952708952,0,0.759636007726355
4,1,"HybridGSTP",73.6248966076831,16.077366514918,180.258080631955,15.9272790386562,0.158581188249072,0,0.703371454516167
5,1,"HybridGSTP",75.9048633681023,16.77320835918,183.303590778584,16.6078390216232,0.131582828622198,0,0.799037111268191
6,1,"HybridGSTP",76.0527548842441,16.8556835031237,183.960313192033,14.5676916786242,0.146526654745447,0,0.769648875258729
7,1,"HybridGSTP",76.5212123339783,14.6549422806746,184.796548638475,14.4913390141828,0.13188938260753,0,0.660607663470014
8,1,"HybridGSTP",77.8611886929598,17.2827760714159,185.436424233166,13.5080134953512,0.132344798703428,0,0.66608157241753
9,1,"HybridGSTP",78.3694220444401,17.2221846726563,187.044527638239,14.9839449429031,0.142755575772127,0,0.722057949867741
10,1,"HybridGSTP",79.6770070740989,15.4470839139498,188.893578766335,16.7393135643335,0.139494546997086,0,0.770768792240963
11,1,"HybridGSTP",80.3451683640269,20.3585350353427,189.443350303472,15.5357240927348,0.116611271740318,0,0.623965212183257
12,1,"HybridGSTP",79.7895945410367,14.9218707004761,189.404603044569,11.8114213201244,0.130523261103247,0,0.620984920141374
13,1,"HybridGSTP",80.5444052747417,17.0506355899212,189.894258044001,14.3522045649119,0.145797129716906,0,0.693922354082533
14,1,"HybridGSTP",82.419423884628,11.7940354079051,192.259306275059,13.633728286149,0.128501103577996,0,0.632562740028895
15,1,"HybridGSTP",82.5812515558345,13.3471938070786,194.329359762299,13.5699430444049,0.100654813480836,0,0.724229946843662
16,1,"HybridGSTP",82.6914588828433,21.2426653813357,194.336466172911,17.7875561619381,0.135104136801436,0,0.628199149197032
17,1,"HybridGSTP",83.1500307442773,19.6262937786662,193.272667406158,14.9026219758453,0.126287528394139,0,0.740186143195131
18,1,"HybridGSTP",84.1258403457049,17.5534554603234,195.49401908521,17.0179802707842,0.126918911689134,0,0.744623911283869
19,1,"HybridGSTP",83.7873332839959,17.3392021835054,195.070101992315,11.861389070233,0.106919066546175,0,0.695243098535287
20,1,"HybridGSTP",85.4812620692857,10.5145942569783,197.240996455821,13.4580141715136,0.138412722118739,0,0.645495433874373
21,1,"HybridGSTP",86.2512317289242,17.7588838339192,198.976909753432,16.7260940110635,0.203698563973628,0.201287873258651,0.654607728158254
22,1,"HybridGSTP",88.1709422989109,25.7487843599986,200.794068815351,19.5047673259056,0.156786754015024,-0.0873985988622342,0.696832826025483
23,1,"HybridGSTP",87.8880919151646,17.5438554880782,201.24194012315,17.4362841541372,0.159512912753335,-0.0212282185449547,0.723521669118373
24,1,"HybridGSTP",89.4230533785633,11.9360689791945,203.336905472405,9.96017396507554,0.160401224837978,0.00811854160557644,0.6752596156919
25,1,"HybridGSTP",88.9921487753759,14.8211102299703,202.401795436659,10.9278491646192,0.0530896919228675,0.0684249044794282,0.696390049054883
26,1,"HybridGSTP",90.8107170956076,12.6425083798839,203.846847019183,14.600358887697,0.0455929147291822,-0.125104589459445,0.702931238648377
27,1,"HybridGSTP",89.341229142115,11.1051349546739,201.856311718652,10.6007197337021,-0.0231798247329124,-0.0149810335483183,0.641918506695619
28,1,"HybridGSTP",88.7953801144046,15.0603340044346,201.868759352573,11.5729784986743,0.0140789569124917,0.123752175546507,0.711322387336111
29,1,"HybridGSTP",90.1308585008177,9.76453860974405,203.384670553093,10.7744518456402,0.0494523668378414,0.0435370613406672,0.591662580074424
30,1,"HybridGSTP",89.0075959848402,9.72263658600157,201.316149116552,10.5359927825459,-0.161290604354945,-0.0322318848393461,0.498156279623424
31,1,"HybridGSTP",91.1396657257579,12.3522322149043,203.523236328123,10.6807627600748,-0.148684918488063,0.0230335836965739,0.671340881272876
32,1,"HybridGSTP",90.516613155888,14.9653809614847,202.504911169818,12.4015033392657,-0.0221883195087124,-0.0492622182365491,0.722992907568842
33,1,"HybridGSTP",89.9210165047326,9.57524818515961,202.59404102726,9.02227507201787,0.0502059041168423,0.188284650262318,0.666385700445505
34,1,"HybridGSTP",90.3942542034923,12.7712704034183,203.771738591509,13.441338926679,0.0152543682508403,0.0305504966701371,0.714536313346876
35,1,"HybridGSTP",91.1488952427234,9.27153346329198,204.269572587422,11.7916011172869,0.122314624186387,0.00131256929917993,0.672367014311486
36,1,"HybridGSTP",91.5518752675977,8.92615774847924,204.210058347746,8.38673472180475,0.0269362609998954,-0.0718876040447801,0.64023305514501
37,1,"HybridGSTP",91.0138850164304,10.5930658751125,202.937903336196,12.1556542737262,0.111455032685623,-0.0327477493681328,0.682848567701913
38,1,"HybridGSTP",91.905923047396,12.68358336084,203.161602136568,11.9547665347867,0.10859981298117,-0.0837043620352134,0.743583269661497
39,1,"HybridGSTP",93.3224225011323,9.89563631188322,204.433399725455,9.87275312433582,0.181430157458003,-0.0831291706337479,0.623136356940219
40,1,"HybridGSTP",92.4221459154062,9.25789722832604,202.912347395406,12.5284685184825,-0.0678717573598854,-0.100326775215369,0.577006266208542
